age;job;marital;education;default;balance;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;deposit
49;services;married;high.school;unknown;560;no;no;telephone;may;tue;296;3;-1;0;nonexistent;no
42;blue-collar;married;basic.4y;unknown;3059;no;no;telephone;may;tue;114;2;-1;0;nonexistent;no
49;housemaid;married;basic.4y;no;1423;no;no;telephone;may;tue;283;3;-1;0;nonexistent;no
40;entrepreneur;married;basic.9y;no;874;no;no;telephone;may;tue;109;2;-1;0;nonexistent;no
59;admin.;married;university.degree;unknown;706;no;no;telephone;may;tue;132;2;-1;0;nonexistent;no
51;self-employed;married;basic.9y;no;7098;yes;no;telephone;may;tue;144;2;-1;0;nonexistent;no
57;housemaid;married;basic.6y;unknown;5389;yes;no;telephone;may;tue;121;2;-1;0;nonexistent;no
38;self-employed;divorced;basic.9y;no;1104;yes;no;telephone;may;tue;95;3;-1;0;nonexistent;no
52;self-employed;married;university.degree;no;3070;no;no;telephone;may;tue;31;3;-1;0;nonexistent;no
26;unemployed;single;basic.9y;no;0;yes;no;telephone;may;tue;112;3;-1;0;nonexistent;no
35;admin.;married;university.degree;no;4108;yes;yes;telephone;may;tue;161;2;-1;0;nonexistent;no
51;admin.;married;university.degree;no;0;no;no;telephone;may;tue;87;4;-1;0;nonexistent;no
43;blue-collar;married;basic.4y;unknown;4291;yes;yes;telephone;may;tue;593;2;-1;0;nonexistent;no
42;admin.;married;high.school;unknown;6822;yes;no;telephone;may;tue;99;2;-1;0;nonexistent;no
60;retired;divorced;university.degree;unknown;231;yes;no;telephone;may;tue;198;2;-1;0;nonexistent;no
36;blue-collar;married;basic.9y;no;3176;yes;no;telephone;may;tue;285;2;-1;0;nonexistent;no
57;management;married;university.degree;unknown;-824;no;no;telephone;may;tue;190;3;-1;0;nonexistent;no
35;student;single;university.degree;unknown;676;no;no;telephone;may;tue;172;5;-1;0;nonexistent;no
30;admin.;married;university.degree;no;651;no;no;telephone;may;tue;178;2;-1;0;nonexistent;no
43;services;married;high.school;no;2657;no;no;telephone;may;tue;174;2;-1;0;nonexistent;no
40;technician;married;basic.9y;no;801;no;no;telephone;may;tue;631;2;-1;0;nonexistent;no
45;technician;married;university.degree;no;405;no;no;telephone;may;tue;152;3;-1;0;nonexistent;no
56;retired;married;high.school;no;82;no;no;telephone;may;tue;176;5;-1;0;nonexistent;no
46;services;married;basic.6y;no;179;no;no;telephone;may;tue;32;3;-1;0;nonexistent;no
41;blue-collar;married;basic.4y;no;1047;yes;no;telephone;may;tue;1529;2;-1;0;nonexistent;no
42;admin.;married;university.degree;no;7138;yes;no;telephone;may;tue;254;2;-1;0;nonexistent;no
56;blue-collar;married;basic.4y;no;165;no;no;telephone;may;tue;214;2;-1;0;nonexistent;no
43;entrepreneur;married;basic.4y;no;37;yes;no;telephone;may;tue;147;3;-1;0;nonexistent;no
34;blue-collar;married;basic.4y;no;823;no;no;telephone;may;tue;800;4;-1;0;nonexistent;no
38;services;married;high.school;no;1625;yes;no;telephone;may;tue;106;2;-1;0;nonexistent;no
40;technician;married;basic.9y;no;120;no;no;telephone;may;tue;135;2;-1;0;nonexistent;no
38;admin.;married;high.school;no;2957;no;no;telephone;may;tue;112;4;-1;0;nonexistent;no
48;entrepreneur;married;university.degree;no;2;yes;no;telephone;may;tue;222;2;-1;0;nonexistent;no
27;blue-collar;married;basic.9y;unknown;1;yes;no;telephone;may;tue;314;3;-1;0;nonexistent;no
24;technician;single;professional.course;no;1795;no;no;telephone;may;tue;421;2;-1;0;nonexistent;no
47;admin.;single;unknown;unknown;4;yes;yes;telephone;may;tue;410;2;-1;0;nonexistent;no
48;blue-collar;married;professional.course;unknown;476;no;no;telephone;may;tue;207;3;-1;0;nonexistent;no
31;admin.;single;high.school;no;9;yes;yes;telephone;may;tue;239;2;-1;0;nonexistent;no
39;self-employed;single;basic.4y;unknown;131;yes;no;telephone;may;tue;83;4;-1;0;nonexistent;no
41;technician;single;university.degree;unknown;1120;no;no;telephone;may;tue;160;3;-1;0;nonexistent;no
49;blue-collar;married;basic.4y;unknown;2785;yes;no;telephone;may;tue;42;3;-1;0;nonexistent;no
56;retired;married;basic.4y;no;0;no;no;telephone;may;tue;55;2;-1;0;nonexistent;no
49;admin.;married;high.school;no;43;no;no;telephone;may;tue;157;2;-1;0;nonexistent;no
47;unemployed;divorced;university.degree;no;0;no;no;telephone;may;tue;303;3;-1;0;nonexistent;no
44;blue-collar;married;unknown;unknown;456;yes;no;telephone;may;tue;336;3;-1;0;nonexistent;no
48;admin.;divorced;high.school;no;2018;no;no;telephone;may;tue;233;2;-1;0;nonexistent;no
55;housemaid;married;basic.4y;no;0;yes;yes;telephone;may;tue;211;2;-1;0;nonexistent;no
59;management;married;basic.4y;unknown;354;yes;no;telephone;may;tue;88;5;-1;0;nonexistent;no
44;technician;single;professional.course;no;719;yes;yes;telephone;may;tue;139;2;-1;0;nonexistent;no
46;blue-collar;married;basic.9y;no;828;no;yes;telephone;may;tue;329;3;-1;0;nonexistent;no
39;blue-collar;divorced;basic.6y;unknown;2787;yes;no;telephone;may;tue;305;2;-1;0;nonexistent;no
38;unemployed;married;basic.4y;unknown;2551;yes;yes;telephone;may;tue;206;2;-1;0;nonexistent;no
36;services;married;high.school;no;2722;yes;no;telephone;may;tue;128;2;-1;0;nonexistent;no
29;admin.;single;university.degree;no;1880;no;no;telephone;may;tue;122;3;-1;0;nonexistent;no
31;technician;single;professional.course;no;2112;yes;no;telephone;may;tue;343;3;-1;0;nonexistent;no
30;services;divorced;basic.9y;no;871;no;yes;telephone;may;tue;126;2;-1;0;nonexistent;no
36;blue-collar;married;basic.4y;no;850;yes;no;telephone;may;tue;249;3;-1;0;nonexistent;no
60;blue-collar;married;professional.course;no;3243;no;no;telephone;may;tue;59;3;-1;0;nonexistent;no
36;admin.;married;university.degree;no;1567;yes;no;telephone;may;tue;166;3;-1;0;nonexistent;no
32;services;married;high.school;no;12;no;no;telephone;may;tue;190;3;-1;0;nonexistent;no
39;blue-collar;married;basic.9y;unknown;128;yes;no;telephone;may;tue;216;2;-1;0;nonexistent;no
30;services;married;university.degree;no;553;yes;no;telephone;may;wed;51;3;-1;0;nonexistent;no
39;blue-collar;married;basic.4y;unknown;1694;no;no;telephone;may;wed;169;3;-1;0;nonexistent;no
37;blue-collar;married;basic.9y;unknown;408;yes;no;telephone;may;wed;148;3;-1;0;nonexistent;no
39;blue-collar;married;professional.course;unknown;1223;yes;no;telephone;may;wed;132;3;-1;0;nonexistent;no
46;blue-collar;married;basic.4y;no;1858;no;no;telephone;may;wed;117;3;-1;0;nonexistent;no
43;unemployed;married;basic.4y;no;520;no;no;telephone;may;wed;275;4;-1;0;nonexistent;no
37;services;married;high.school;no;271;yes;no;telephone;may;wed;124;2;-1;0;nonexistent;no
30;technician;married;university.degree;unknown;4396;no;no;telephone;may;wed;118;3;-1;0;nonexistent;no
38;technician;married;professional.course;no;568;no;no;telephone;may;wed;479;2;-1;0;nonexistent;no
31;technician;married;university.degree;no;3665;yes;no;telephone;may;wed;285;3;-1;0;nonexistent;no
44;admin.;married;university.degree;no;244;no;no;telephone;may;wed;322;2;-1;0;nonexistent;no
44;self-employed;married;university.degree;unknown;568;no;no;telephone;may;wed;202;2;-1;0;nonexistent;no
38;technician;married;unknown;unknown;42;unknown;unknown;telephone;may;wed;162;2;-1;0;nonexistent;no
30;student;single;high.school;unknown;309;no;no;telephone;may;wed;216;3;-1;0;nonexistent;no
37;blue-collar;married;basic.4y;unknown;-180;unknown;unknown;telephone;may;wed;195;2;-1;0;nonexistent;no
54;housemaid;divorced;unknown;no;34646;yes;no;telephone;may;wed;96;2;-1;0;nonexistent;no
41;management;married;unknown;unknown;59;yes;no;telephone;may;wed;149;2;-1;0;nonexistent;no
43;technician;married;professional.course;no;4436;no;no;telephone;may;wed;720;2;-1;0;nonexistent;no
38;housemaid;married;basic.9y;no;-242;no;no;telephone;may;wed;92;2;-1;0;nonexistent;no
41;blue-collar;married;basic.4y;no;10052;yes;no;telephone;may;wed;188;2;-1;0;nonexistent;no
38;blue-collar;single;unknown;unknown;0;no;yes;telephone;may;wed;70;2;-1;0;nonexistent;no
33;blue-collar;married;basic.9y;no;152;unknown;unknown;telephone;may;wed;141;3;-1;0;nonexistent;no
32;admin.;married;high.school;no;156;yes;no;telephone;may;wed;395;2;-1;0;nonexistent;no
30;services;married;high.school;unknown;66;no;no;telephone;may;wed;629;2;-1;0;nonexistent;no
43;technician;married;basic.6y;no;9827;yes;no;telephone;may;wed;261;3;-1;0;nonexistent;no
30;services;married;high.school;unknown;6170;yes;no;telephone;may;wed;502;1;-1;0;nonexistent;no
36;technician;divorced;professional.course;no;2383;no;no;telephone;may;wed;446;1;-1;0;nonexistent;no
38;blue-collar;married;basic.6y;no;635;unknown;unknown;telephone;may;wed;131;3;-1;0;nonexistent;no
35;blue-collar;single;basic.6y;no;16;yes;no;telephone;may;wed;198;3;-1;0;nonexistent;no
50;self-employed;married;university.degree;no;362;no;no;telephone;may;wed;312;1;-1;0;nonexistent;no
38;blue-collar;married;basic.9y;no;191;yes;no;telephone;may;wed;275;6;-1;0;nonexistent;no
58;admin.;married;basic.4y;unknown;455;no;yes;telephone;may;wed;120;2;-1;0;nonexistent;no
50;technician;married;professional.course;no;3043;yes;no;telephone;may;wed;333;4;-1;0;nonexistent;no
33;blue-collar;single;basic.9y;unknown;3334;no;no;telephone;may;wed;113;1;-1;0;nonexistent;no
33;blue-collar;single;basic.9y;unknown;8029;unknown;unknown;telephone;may;wed;150;1;-1;0;nonexistent;no
44;management;single;university.degree;unknown;624;yes;yes;telephone;may;wed;91;1;-1;0;nonexistent;no
31;management;married;high.school;no;331;no;no;telephone;may;wed;296;1;-1;0;nonexistent;no
40;entrepreneur;married;basic.9y;no;2929;no;no;telephone;may;wed;128;3;-1;0;nonexistent;no
28;unknown;single;basic.9y;unknown;1314;no;no;telephone;may;wed;298;1;-1;0;nonexistent;no
36;services;single;unknown;no;289;yes;no;telephone;may;wed;326;1;-1;0;nonexistent;no
44;blue-collar;single;high.school;no;20;no;no;telephone;may;wed;292;1;-1;0;nonexistent;no
38;blue-collar;divorced;unknown;no;8163;yes;no;telephone;may;wed;215;1;-1;0;nonexistent;no
33;blue-collar;married;basic.9y;no;1200;unknown;unknown;telephone;may;wed;97;1;-1;0;nonexistent;no
39;blue-collar;divorced;basic.6y;unknown;1732;yes;yes;telephone;may;wed;32;1;-1;0;nonexistent;no
47;blue-collar;single;basic.4y;unknown;0;yes;no;telephone;may;wed;162;1;-1;0;nonexistent;no
47;services;divorced;high.school;no;576;no;no;telephone;may;wed;421;1;-1;0;nonexistent;no
35;entrepreneur;single;professional.course;no;493;no;no;telephone;may;wed;268;1;-1;0;nonexistent;no
42;admin.;divorced;university.degree;no;682;no;no;telephone;may;wed;232;1;-1;0;nonexistent;no
36;admin.;married;high.school;no;0;no;no;telephone;may;wed;152;3;-1;0;nonexistent;no
35;technician;married;basic.6y;no;3485;no;no;telephone;may;wed;104;2;-1;0;nonexistent;no
36;services;single;unknown;no;2944;yes;no;telephone;may;wed;852;1;-1;0;nonexistent;no
56;entrepreneur;married;university.degree;unknown;1353;yes;no;telephone;may;wed;159;2;-1;0;nonexistent;no
26;admin.;single;high.school;no;0;no;no;telephone;may;wed;416;2;-1;0;nonexistent;no
31;admin.;single;university.degree;no;1541;yes;yes;telephone;may;wed;174;1;-1;0;nonexistent;no
57;self-employed;single;high.school;unknown;548;no;no;telephone;may;wed;139;1;-1;0;nonexistent;no
39;services;married;high.school;no;254;no;no;telephone;may;wed;193;1;-1;0;nonexistent;no
43;blue-collar;married;high.school;no;4414;yes;no;telephone;may;wed;294;1;-1;0;nonexistent;no
50;admin.;married;university.degree;no;985;no;no;telephone;may;wed;102;1;-1;0;nonexistent;no
52;blue-collar;single;high.school;unknown;1241;unknown;unknown;telephone;may;wed;124;1;-1;0;nonexistent;no
39;blue-collar;divorced;basic.9y;no;3278;no;no;telephone;may;wed;143;1;-1;0;nonexistent;no
44;technician;single;unknown;unknown;412;yes;no;telephone;may;wed;231;1;-1;0;nonexistent;no
36;housemaid;married;basic.4y;no;483;yes;no;telephone;may;wed;128;1;-1;0;nonexistent;no
54;management;married;high.school;unknown;7135;yes;no;telephone;may;wed;74;1;-1;0;nonexistent;no
27;admin.;single;basic.9y;no;61;yes;no;telephone;may;wed;105;2;-1;0;nonexistent;no
31;admin.;single;university.degree;no;1412;no;no;telephone;may;wed;992;1;-1;0;nonexistent;yes
31;admin.;married;university.degree;unknown;15;no;no;telephone;may;wed;168;1;-1;0;nonexistent;no
28;blue-collar;married;basic.6y;no;27;no;no;telephone;may;wed;250;1;-1;0;nonexistent;no
31;management;single;university.degree;no;1196;yes;no;telephone;may;wed;254;1;-1;0;nonexistent;no
30;management;divorced;high.school;no;19;no;yes;telephone;may;wed;149;1;-1;0;nonexistent;no
52;technician;married;professional.course;no;432;yes;no;telephone;may;wed;133;2;-1;0;nonexistent;no
37;technician;divorced;professional.course;no;988;no;no;telephone;may;wed;374;1;-1;0;nonexistent;no
30;services;married;university.degree;no;1614;yes;no;telephone;may;wed;425;6;-1;0;nonexistent;no
45;blue-collar;married;basic.9y;unknown;163;yes;yes;telephone;may;wed;207;1;-1;0;nonexistent;no
54;technician;married;university.degree;no;247;yes;no;telephone;may;wed;464;1;-1;0;nonexistent;no
49;entrepreneur;married;basic.9y;no;236;yes;no;telephone;may;wed;439;1;-1;0;nonexistent;no
44;admin.;married;high.school;no;666;no;no;telephone;may;wed;83;3;-1;0;nonexistent;no
28;student;single;basic.9y;unknown;73;yes;yes;telephone;may;wed;732;2;-1;0;nonexistent;yes
53;technician;married;high.school;no;96;yes;no;telephone;may;wed;149;1;-1;0;nonexistent;no
45;blue-collar;married;basic.9y;unknown;46;yes;no;telephone;may;wed;142;1;-1;0;nonexistent;no
45;blue-collar;married;basic.9y;unknown;1501;no;no;telephone;may;wed;121;1;-1;0;nonexistent;no
51;admin.;married;high.school;unknown;-477;yes;no;telephone;may;wed;359;1;-1;0;nonexistent;no
41;blue-collar;married;basic.9y;unknown;1694;yes;no;telephone;may;wed;112;1;-1;0;nonexistent;no
43;technician;married;professional.course;no;196;yes;no;telephone;may;wed;274;4;-1;0;nonexistent;no
31;admin.;single;university.degree;no;462;yes;no;telephone;may;wed;325;2;-1;0;nonexistent;no
39;admin.;single;unknown;no;1227;yes;no;telephone;may;wed;1521;1;-1;0;nonexistent;no
38;technician;married;professional.course;no;522;no;no;telephone;may;wed;216;1;-1;0;nonexistent;no
50;entrepreneur;married;basic.9y;no;94;yes;yes;telephone;may;wed;161;1;-1;0;nonexistent;no
53;admin.;single;university.degree;unknown;267;yes;no;telephone;may;wed;122;2;-1;0;nonexistent;no
44;admin.;divorced;high.school;unknown;4570;yes;no;telephone;may;wed;800;1;-1;0;nonexistent;no
53;blue-collar;married;basic.9y;unknown;25;yes;yes;telephone;may;wed;615;1;-1;0;nonexistent;no
24;services;single;high.school;no;0;no;no;telephone;may;wed;111;1;-1;0;nonexistent;no
34;admin.;single;high.school;no;1920;yes;no;telephone;may;wed;359;1;-1;0;nonexistent;no
40;technician;married;professional.course;no;1575;yes;no;telephone;may;wed;327;3;-1;0;nonexistent;no
57;management;divorced;university.degree;no;234;yes;no;telephone;may;wed;236;1;-1;0;nonexistent;no
43;blue-collar;married;basic.4y;unknown;3518;yes;no;telephone;may;wed;227;1;-1;0;nonexistent;no
31;blue-collar;married;basic.6y;unknown;136;no;no;telephone;may;wed;109;1;-1;0;nonexistent;no
31;services;married;basic.6y;no;830;yes;no;telephone;may;wed;492;2;-1;0;nonexistent;no
31;blue-collar;married;basic.6y;unknown;2054;yes;no;telephone;may;wed;298;1;-1;0;nonexistent;no
45;housemaid;married;basic.4y;unknown;-546;yes;no;telephone;may;wed;83;2;-1;0;nonexistent;no
38;admin.;married;university.degree;no;5188;no;no;telephone;may;wed;241;2;-1;0;nonexistent;no
41;entrepreneur;married;university.degree;no;1882;yes;no;telephone;may;wed;1138;1;-1;0;nonexistent;yes
47;blue-collar;married;professional.course;unknown;792;yes;no;telephone;may;wed;131;1;-1;0;nonexistent;no
42;blue-collar;married;basic.6y;no;162;no;no;telephone;may;wed;123;1;-1;0;nonexistent;no
35;blue-collar;single;unknown;no;1035;yes;no;telephone;may;wed;125;1;-1;0;nonexistent;no
40;management;married;university.degree;no;746;yes;no;telephone;may;wed;295;2;-1;0;nonexistent;no
42;blue-collar;married;basic.6y;no;17297;no;no;telephone;may;wed;287;1;-1;0;nonexistent;no
34;technician;married;professional.course;unknown;22;yes;no;telephone;may;wed;109;1;-1;0;nonexistent;no
48;admin.;single;university.degree;no;231;yes;no;telephone;may;wed;140;2;-1;0;nonexistent;no
35;blue-collar;married;unknown;no;296;yes;yes;telephone;may;wed;52;1;-1;0;nonexistent;no
33;blue-collar;married;high.school;no;0;yes;no;telephone;may;wed;233;1;-1;0;nonexistent;no
37;technician;married;professional.course;no;40;yes;no;telephone;may;wed;254;1;-1;0;nonexistent;no
43;technician;married;professional.course;no;2396;yes;no;telephone;may;wed;255;1;-1;0;nonexistent;no
42;admin.;single;unknown;unknown;2944;no;no;telephone;may;wed;126;1;-1;0;nonexistent;no
46;admin.;divorced;university.degree;no;7084;yes;no;telephone;may;wed;184;2;-1;0;nonexistent;no
37;blue-collar;single;basic.9y;unknown;569;yes;no;telephone;may;wed;591;1;-1;0;nonexistent;yes
40;blue-collar;married;high.school;no;0;yes;no;telephone;may;wed;294;1;-1;0;nonexistent;no
40;blue-collar;married;high.school;no;1138;yes;no;telephone;may;wed;285;1;-1;0;nonexistent;no
59;entrepreneur;divorced;high.school;unknown;54;yes;no;telephone;may;wed;173;1;-1;0;nonexistent;no
43;technician;single;university.degree;no;2637;no;no;telephone;may;wed;336;1;-1;0;nonexistent;no
44;blue-collar;married;basic.6y;no;2473;yes;yes;telephone;may;wed;344;1;-1;0;nonexistent;no
44;blue-collar;married;basic.4y;no;5603;yes;no;telephone;may;wed;786;1;-1;0;nonexistent;yes
41;admin.;married;university.degree;no;225;yes;no;telephone;may;wed;153;1;-1;0;nonexistent;no
28;unknown;single;basic.9y;unknown;-17;yes;no;telephone;may;wed;99;2;-1;0;nonexistent;no
48;services;married;high.school;unknown;3490;yes;no;telephone;may;wed;243;1;-1;0;nonexistent;no
31;admin.;single;high.school;no;769;yes;no;telephone;may;wed;260;1;-1;0;nonexistent;no
27;blue-collar;married;basic.9y;no;-90;yes;no;telephone;may;wed;164;2;-1;0;nonexistent;no
43;technician;single;university.degree;no;1785;yes;no;telephone;may;wed;255;2;-1;0;nonexistent;no
47;retired;married;basic.4y;unknown;-103;yes;no;telephone;may;wed;47;1;-1;0;nonexistent;no
40;blue-collar;divorced;unknown;no;555;yes;no;telephone;may;wed;110;2;-1;0;nonexistent;no
43;unknown;married;high.school;unknown;5303;no;no;telephone;may;wed;463;1;-1;0;nonexistent;no
29;technician;married;professional.course;no;1258;yes;no;telephone;may;wed;192;1;-1;0;nonexistent;no
54;admin.;married;university.degree;no;1679;no;no;telephone;may;wed;388;7;-1;0;nonexistent;no
36;technician;married;professional.course;no;1664;no;no;telephone;may;wed;221;1;-1;0;nonexistent;no
30;admin.;single;university.degree;no;8749;no;no;telephone;may;wed;25;1;-1;0;nonexistent;no
38;services;single;unknown;unknown;-247;yes;no;telephone;may;wed;256;6;166;0;nonexistent;no
39;blue-collar;married;basic.6y;no;3444;no;no;telephone;may;wed;104;1;91;0;nonexistent;no
33;blue-collar;married;basic.9y;no;5346;no;no;telephone;may;wed;283;2;-1;0;nonexistent;no
39;retired;single;high.school;no;1144;yes;no;telephone;may;wed;448;1;-1;0;nonexistent;no
38;technician;single;professional.course;no;2351;no;no;telephone;may;wed;127;1;-1;0;nonexistent;no
44;admin.;married;high.school;no;5514;yes;no;telephone;may;wed;378;1;-1;0;nonexistent;no
33;blue-collar;married;basic.9y;no;123;yes;no;telephone;may;wed;67;1;-1;0;nonexistent;no
37;blue-collar;married;basic.6y;no;429;no;no;telephone;may;wed;221;2;-1;0;nonexistent;no
32;management;married;basic.6y;no;5254;no;no;telephone;may;wed;150;1;-1;0;nonexistent;no
46;technician;married;professional.course;no;589;yes;no;telephone;may;wed;144;2;147;0;nonexistent;no
34;technician;divorced;professional.course;no;568;yes;no;telephone;may;wed;296;2;-1;0;nonexistent;no
52;technician;married;basic.4y;unknown;10250;no;no;telephone;may;wed;161;1;-1;0;nonexistent;no
46;blue-collar;married;basic.6y;unknown;3537;no;no;telephone;may;wed;401;2;-1;0;nonexistent;no
57;management;divorced;university.degree;no;1947;unknown;unknown;telephone;may;wed;435;2;-1;0;nonexistent;no
52;technician;married;basic.4y;unknown;1967;no;yes;telephone;may;wed;388;1;-1;0;nonexistent;no
32;technician;single;professional.course;no;2329;no;no;telephone;may;wed;245;1;-1;0;nonexistent;no
31;blue-collar;single;basic.9y;no;12026;no;no;telephone;may;wed;143;1;-1;0;nonexistent;no
46;admin.;divorced;basic.9y;unknown;1757;no;no;telephone;may;wed;423;1;-1;0;nonexistent;no
59;services;divorced;high.school;no;107;no;no;telephone;may;wed;231;1;-1;0;nonexistent;no
38;blue-collar;married;unknown;unknown;1012;no;yes;telephone;may;wed;181;1;-1;0;nonexistent;no
42;blue-collar;divorced;basic.6y;unknown;0;yes;no;telephone;may;wed;107;1;-1;0;nonexistent;no
40;blue-collar;married;basic.4y;no;372;no;no;telephone;may;wed;227;1;-1;0;nonexistent;no
46;admin.;married;professional.course;no;7506;no;no;telephone;may;wed;69;1;-1;0;nonexistent;no
35;admin.;single;high.school;no;314;no;no;telephone;may;wed;799;1;-1;0;nonexistent;no
28;blue-collar;married;basic.9y;no;860;no;yes;telephone;may;wed;109;1;-1;0;nonexistent;no
47;services;married;high.school;unknown;0;yes;no;telephone;may;wed;127;1;-1;0;nonexistent;no
35;blue-collar;married;basic.4y;no;3623;yes;no;telephone;may;wed;45;1;-1;0;nonexistent;no
48;retired;married;basic.9y;no;2470;yes;no;telephone;may;wed;120;1;-1;0;nonexistent;no
40;blue-collar;married;basic.6y;unknown;1307;yes;no;telephone;may;wed;68;3;-1;0;nonexistent;no
32;services;single;high.school;no;3237;yes;no;telephone;may;wed;180;2;-1;0;nonexistent;no
59;retired;divorced;basic.4y;no;5041;yes;no;telephone;may;wed;112;3;-1;0;nonexistent;no
48;entrepreneur;married;basic.9y;unknown;6619;no;no;telephone;may;wed;444;1;-1;0;nonexistent;no
45;blue-collar;married;basic.9y;unknown;1331;yes;no;telephone;may;wed;246;2;-1;0;nonexistent;no
49;blue-collar;single;basic.6y;no;1970;yes;no;telephone;may;wed;148;4;-1;0;nonexistent;no
51;admin.;married;university.degree;no;1026;yes;no;telephone;may;wed;223;3;-1;0;nonexistent;no
38;technician;single;university.degree;no;249;yes;no;telephone;may;wed;566;2;-1;0;nonexistent;no
53;technician;married;high.school;no;12857;yes;no;telephone;may;wed;274;2;-1;0;nonexistent;no
49;blue-collar;married;basic.9y;no;2807;yes;no;telephone;may;wed;49;3;-1;0;nonexistent;no
31;blue-collar;married;basic.9y;no;5060;yes;yes;telephone;may;wed;97;2;-1;0;nonexistent;no
36;services;married;high.school;unknown;2271;yes;no;telephone;may;wed;376;2;-1;0;nonexistent;no
54;retired;married;basic.4y;unknown;1;yes;no;telephone;may;wed;421;2;-1;0;nonexistent;no
29;admin.;single;high.school;no;676;yes;no;telephone;may;wed;511;2;-1;0;nonexistent;no
31;blue-collar;married;basic.6y;unknown;160;yes;no;telephone;may;wed;121;2;-1;0;nonexistent;no
35;admin.;married;high.school;no;899;yes;no;telephone;may;wed;157;2;170;0;nonexistent;no
38;blue-collar;married;basic.9y;no;1230;no;no;telephone;may;wed;101;1;-1;0;nonexistent;no
54;management;married;high.school;unknown;0;yes;yes;telephone;may;wed;328;2;-1;0;nonexistent;no
48;admin.;married;basic.9y;unknown;700;no;no;telephone;may;wed;19;1;-1;0;nonexistent;no
48;management;divorced;university.degree;no;0;yes;no;telephone;may;wed;866;2;-1;0;nonexistent;no
32;admin.;single;university.degree;unknown;67;yes;no;telephone;may;wed;229;3;-1;0;nonexistent;no
34;technician;married;professional.course;unknown;127;yes;no;telephone;may;wed;154;2;-1;0;nonexistent;no
49;technician;single;university.degree;unknown;2089;yes;no;telephone;may;wed;56;1;-1;0;nonexistent;no
44;blue-collar;married;basic.9y;unknown;3585;unknown;unknown;telephone;may;wed;199;1;-1;0;nonexistent;no
42;services;divorced;high.school;unknown;4152;no;no;telephone;may;wed;117;1;-1;0;nonexistent;no
55;blue-collar;married;basic.4y;unknown;816;no;no;telephone;may;wed;1581;2;-1;0;nonexistent;no
42;services;divorced;high.school;unknown;5447;no;no;telephone;may;wed;185;1;-1;0;nonexistent;no
44;admin.;married;university.degree;unknown;275;no;no;telephone;may;wed;202;1;-1;0;nonexistent;no
51;blue-collar;married;basic.9y;no;1540;no;no;telephone;may;wed;279;1;-1;0;nonexistent;no
43;blue-collar;married;basic.4y;unknown;751;yes;no;telephone;may;wed;180;5;-1;0;nonexistent;no
52;technician;married;high.school;no;380;yes;no;telephone;may;wed;530;2;-1;0;nonexistent;no
45;blue-collar;single;basic.6y;no;1504;yes;no;telephone;may;wed;129;5;-1;0;nonexistent;no
41;services;divorced;high.school;no;1783;yes;yes;telephone;may;wed;60;1;-1;0;nonexistent;no
35;technician;divorced;unknown;no;2269;yes;yes;telephone;may;wed;432;1;150;0;nonexistent;no
41;services;divorced;high.school;no;5115;no;yes;telephone;may;wed;516;1;171;0;nonexistent;no
46;management;married;basic.9y;no;781;no;no;telephone;may;wed;617;1;126;0;nonexistent;no
36;housemaid;divorced;basic.9y;unknown;-188;no;no;telephone;may;wed;179;2;-1;0;nonexistent;no
29;technician;married;professional.course;no;761;no;no;telephone;may;wed;125;2;-1;0;nonexistent;no
47;services;married;unknown;no;19;no;no;telephone;may;wed;262;2;-1;0;nonexistent;no
43;blue-collar;married;basic.4y;unknown;4508;yes;no;telephone;may;wed;396;2;-1;0;nonexistent;no
38;blue-collar;single;basic.9y;unknown;66;no;no;telephone;may;wed;294;2;-1;0;nonexistent;no
44;blue-collar;married;basic.4y;no;2266;yes;no;telephone;may;wed;171;2;-1;0;nonexistent;no
29;services;married;high.school;no;4646;no;no;telephone;may;wed;614;2;-1;0;nonexistent;no
58;unknown;married;unknown;unknown;1494;no;no;telephone;may;wed;118;3;182;0;nonexistent;no
48;blue-collar;married;professional.course;no;1050;no;yes;telephone;may;wed;485;4;-1;0;nonexistent;no
46;blue-collar;married;basic.9y;unknown;0;no;no;telephone;may;wed;406;2;-1;0;nonexistent;no
31;blue-collar;married;basic.4y;no;0;yes;no;telephone;may;wed;287;1;-1;0;nonexistent;no
47;services;married;unknown;no;2171;no;no;telephone;may;wed;216;2;-1;0;nonexistent;no
44;admin.;married;university.degree;no;3234;yes;no;telephone;may;wed;37;2;-1;0;nonexistent;no
31;blue-collar;married;basic.4y;no;11887;yes;no;telephone;may;wed;650;1;-1;0;nonexistent;no
38;unemployed;divorced;professional.course;no;0;no;no;telephone;may;wed;590;3;110;0;nonexistent;no
33;admin.;married;university.degree;no;5037;no;no;telephone;may;wed;55;1;-1;0;nonexistent;no
53;blue-collar;married;basic.9y;no;386;yes;no;telephone;may;wed;166;1;-1;0;nonexistent;no
33;management;single;unknown;no;8781;yes;no;telephone;may;wed;371;2;-1;0;nonexistent;no
33;self-employed;married;basic.9y;no;538;yes;no;telephone;may;wed;48;1;-1;0;nonexistent;no
37;admin.;divorced;university.degree;no;5561;yes;no;telephone;may;wed;72;1;-1;0;nonexistent;no
55;blue-collar;married;basic.9y;no;859;yes;no;telephone;may;wed;55;1;-1;0;nonexistent;no
